,,,,,,,,,,,,,,,,
,44,1,52,2745,辵 162.9,534695,"0,276322%",2,12,道,dào,dao,fourth,"path, road, street; method, way",,之
,45,1,53,0483,行 144.0,531848,"0,274851%",3,6,行,xíng,xing,second,"go; walk; move, travel; circulate",,年
,46,1,56,2099,宀 40.7,509790,"0,263452%",1,10,家,jiā,jia,first,"house, home, residence; family",,过
,47,1,58,1038,亅 6.7,499172,"0,257965%",2,8,事,shì,shi,fourth,"affair, matter, business; to serve; accident, incident",,发
,48,1,60,0163,方 70.0,492763,"0,254653%",3,4,方,fāng,fang,first,"a square, rectangle; a region; local",,后
,49,1,61,0507,夕 36.3,481689,"0,248930%",1,6,多,duō,duo,first,"much, many; more than, over",,作
,50,1,63,0048,丿 4.2,477969,"0,247007%",1,3,么,me,me,neutral,interrogative particle; repetition of a tune small; tender,,里
,51,1,64,0204,厶 28.3,476270,"0,246129%",1,5,去,qù,qu,fourth,"go away, leave, depart",,用
,52,1,66,1273,子 39.5,464261,"0,239923%",1,8,学,xué,xue,second,"learning, knowledge; school",,道
,53,1,68,1801,邑 163.9,439568,"0,227162%",1,10,都,dōu,dou,first,"metropolis, capital; all, the whole; elegant, refined",,行
,54,1,69,0427,口 30.3,437611,"0,226151%",1,6,同,tóng,tong,second,"same, similar; together with",,所
,55,1,70,0949,玉 96.4,433960,"0,224264%",1,8,现,xiàn,xian,fourth,"appear, manifest, become visible",,然
,56,1,72,0867,水 85.4,428146,"0,221259%",1,7,没,méi,mei,second,"not, have not, none; drown, sink",,家
,57,1,73,0353,力 19.4,426839,"0,220584%",2,6,动,dòng,dong,fourth,"move, happen; movement, action",,种
,58,1,74,1455,面 176.0,425180,"0,219727%",1,9,面,miàn,mian,fourth,"face; surface; plane; side, dimension",,事
,59,1,75,1789,走 156.3,424933,"0,219599%",1,10,起,qǐ,qi,third,"rise, stand up; go up; begin",,成
,60,1,76,1539,目 109.4,424616,"0,219435%",1,9,看,kàn,kan,fourth,"look, see; examine, scrutinize",,方
,61,1,78,0078,大 37.1,419884,"0,216990%",1,4,天,tiān,tian,first,"sky, heaven; god, celestial",,多
,62,1,79,0146,刀 18.2,419382,"0,216730%",1,4,分,fēn,fen,first,divide; small unit of time etc.,,经
,63,1,80,0704,辵 162.4,415855,"0,214908%",2,7,还,hái,hai,second,"still, yet, also, besides",,么
,64,1,81,0605,辵 162.4,412166,"0,213001%",2,7,进,jìn,jin,fourth,"advance, make progress, enter",,去
,65,1,82,0581,女 38.3,411866,"0,212846%",1,6,好,hǎo,hao,third,"good, excellent, fine; well",,法
,66,1,83,0037,小 42.0,410987,"0,212392%",1,3,小,xiǎo,xiao,third,"small, tiny, insignificant",,学
,67,1,86,1069,二 7.5,400528,"0,206987%",1,8,些,xiē,xie,first,"little, few; rather, somewhat",,如
,68,1,88,1849,木 75.6,398149,"0,205757%",1,10,样,yàng,yang,fourth,"shape, form, pattern, style",,都
,69,1,91,0582,女 38.3,388612,"0,200829%",1,6,她,tā,ta,first,"she, her",,同
,70,1,92,0210,木 75.1,388118,"0,200574%",1,5,本,běn,ben,third,"root, origin, source; basis",,现
,71,1,93,1650,刀 18.7,381431,"0,197118%",1,9,前,qián,qian,second,"in front, forward; preceding",,当
,72,1,94,0076,廾 55.1,377012,"0,194834%",1,4,开,kāi,kai,first,"open; initiate, begin, start",,没
,73,1,98,0142,人 9.2,369958,"0,191189%",2,4,从,cóng,cong,second,"from, by, since, whence, through",,动
,74,1,99,2867,心 61.9,368819,"0,190600%",1,13,想,xiǎng,xiang,third,"think, speculate, plan, consider",,面
,75,1,101,0112,日 72.0,363763,"0,187987%",2,4,日,rì,ri,fourth,sun; day; daytime,,起
,76,1,111,0377,木 75.2,339823,"0,175615%",1,6,机,jī,ji,first,desk; machine; moment,,看
,77,1,112,0004,十 24.0,338954,"0,175166%",1,2,十,shí,shi,second,"ten, tenth; complete; perfect",,定
,78,1,114,2322,竹 118.5,325780,"0,168358%",2,11,第,dì,di,fourth,"sequence, number; grade, degree",,天
,79,1,118,0026,工 48.0,317532,"0,164096%",1,3,工,gōng,gong,first,"labor, work; worker, laborer",,分
,80,1,121,1087,日 72.4,309873,"0,160138%",1,8,明,míng,ming,second,"bright, light, brilliant; clear",,还
,81,1,123,1122,矢 111.3,306384,"0,158335%",2,8,知,zhī,zhi,first,"know, perceive, comprehend",,进
,82,1,125,0022,一 1.2,304272,"0,157243%",1,3,三,sān,san,first,three,,好
,83,1,127,0532,八 12.4,302473,"0,156314%",1,6,关,guān,guan,first,frontier pass; close; relation,,小
,84,1,128,1469,火 86.5,300800,"0,155449%",1,9,点,diǎn,dian,third,"dot, speck, spot; point, degree",,部
,85,1,129,0198,止 77.1,296810,"0,153387%",2,5,正,zhèng,zheng,fourth,"right, proper, correct",,其
,86,1,131,0293,夕 36.2,295645,"0,152785%",2,5,外,wài,wai,fourth,"out, outside, external; foreign",,些
,87,1,133,0697,一 1.6,294600,"0,152245%",2,7,两,liǎng,liang,third,"two, both, pair, couple; ounce",,主
,88,1,134,2021,高 189.0,293542,"0,151698%",1,10,高,gāo,gao,first,"high, tall; lofty, elevated",,样
,89,1,135,0847,門 169.4,292227,"0,151019%",2,7,间,jiān,jian,first,"midpoint, space; place, locality",,理
,90,1,137,0528,門 169.3,288237,"0,148957%",2,6,问,wèn,wen,fourth,"ask about, inquire after",,心
,91,1,138,1584,彳 60.6,284252,"0,146897%",1,9,很,hěn,hen,third,"very, quite, much",,她
,92,1,139,2614,曰 73.8,283689,"0,146606%",2,12,最,zuì,zui,fourth,"most, extremely, exceedingly",,本
,93,1,140,1552,里 166.2,282843,"0,146169%",3,9,重,zhòng,zhong,fourth,"heavy, weighty; double",,前
,94,1,143,0121,手 64.0,280442,"0,144928%",2,4,手,shǒu,shou,third,hand,,开
,95,1,148,0161,文 67.0,274222,"0,141714%",3,4,文,wén,wen,second,"literature, culture, writing",,但
,96,1,149,0770,人 9.5,273792,"0,141492%",2,7,体,tǐ,ti,third,"body; group, class, body, unit; inferior",,因
,97,1,153,0118,見 147.0,269080,"0,139057%",1,4,见,jiàn,jian,fourth,"see, observe, behold; perceive",,只
,98,1,156,0129,人 9.2,267869,"0,138431%",1,4,什,shén,shen,second,"file of ten soldiers; mixed, miscellaneous",,从
,99,1,157,0003,二 7.0,267506,"0,138243%",1,2,二,èr,er,fourth,two; twice,,想
,100,1,158,2681,竹 118.6,266296,"0,137618%",2,12,等,děng,deng,third,"class, rank, grade, equal to, same as, to wait for",,实
,101,1,161,2994,斤 69.9,253921,"0,131223%",2,13,新,xīn,xin,first,"new, recent, fresh, modern",,日
,102,1,164,0786,身 158.0,249725,"0,129054%",2,7,身,shēn,shen,first,"body; trunk, hull; rad. no. 158",,军
,103,1,165,1079,木 75.4,246831,"0,127559%",1,8,果,guǒ,guo,third,fruit; result,,者
,104,1,167,0384,襾 146.0,243619,"0,125899%",1,6,西,xī,xi,first,"west(ern); westward, occident",,意
,105,1,169,0150,月 74.0,240566,"0,124321%",1,4,月,yuè,yue,fourth,moon; month; KangXi radical 74,,无
,106,1,170,1296,言 149.6,240067,"0,124063%",1,8,话,huà,hua,fourth,"speech, talk, language; dialect",,力
,107,1,172,0438,囗 31.3,239243,"0,123637%",1,6,回,huí,hui,second,"return, turn around; a time",,它
,108,1,179,0360,老 125.0,223050,"0,115269%",1,6,老,lǎo,lao,third,"old, aged; experienced",,与
,109,1,180,1758,糸 120.6,217815,"0,112564%",2,9,给,gěi,gei,third,"give; by, for",,长
,110,1,183,0521,欠 76.2,214857,"0,111035%",2,6,次,cì,ci,fourth,"order, sequence; next",,把
,111,1,185,0055,門 169.0,212769,"0,109956%",2,3,门,mén,men,second,"gate, door, entrance, opening",,机
,112,1,187,2257,巾 50.8,212309,"0,109718%",2,11,常,cháng,chang,second,"common, normal, frequent, regular",,十
,113,1,188,0446,儿 10.4,210628,"0,108849%",1,6,先,xiān,xian,first,"first, former, previous",,民
,114,1,191,2179,攴 66.7,208875,"0,107943%",2,11,教,jiào,jiao,fourth,"teach, class",,第
,115,1,192,0012,儿 10.0,207827,"0,107402%",1,2,儿,ér,er,second,"son, child; KangXi radical 10",,公
,116,1,194,0225,一 1.4,206238,"0,106581%",1,5,东,dōng,dong,first,"east, eastern, eastward",,此
,117,1,199,0105,比 81.0,200645,"0,103690%",2,4,比,bǐ,bi,third,"to compare, liken; comparison; than",,已
,118,1,202,0117,水 85.0,198933,"0,102806%",1,4,水,shuǐ,shui,third,"water, liquid, lotion, juice",,工
,119,1,203,0505,口 30.3,198481,"0,102572%",1,6,名,míng,ming,second,"name, rank, title, position",,使
,120,1,204,1832,目 109.5,198416,"0,102538%",2,10,真,zhēn,zhen,first,"real, actual, true, genuine",,情
,121,1,207,0625,走 156.0,193619,"0,100059%",2,7,走,zǒu,zou,third,"walk, go on foot; run; leave",,明
,122,1,211,0014,几 16.0,192355,"0,099406%",1,2,几,jǐ,ji,third,small table,,性
,123,1,212,0038,口 30.0,191936,"0,099190%",3,3,口,kǒu,kou,third,"mouth; open end; entrance, gate",,知
,124,1,213,0171,言 149.2,191866,"0,099153%",1,4,认,rèn,ren,fourth,"recognize, know, understand",,全
,125,1,214,0816,木 75.3,191280,"0,098851%",2,7,条,tiáo,tiao,second,"clause, condition; string, stripe",,三
,126,1,216,0825,糸 120.1,190769,"0,098587%",1,7,系,xì,xi,fourth,"system; line, link, connection",,又
,127,1,217,0122,气 84.0,190687,"0,098544%",1,4,气,qì,qi,fourth,"steam, vapor; KangXi radical 84",,关
,128,1,222,0751,刀 18.5,186634,"0,096450%",2,7,别,bié,bie,second,"separate, other; do not",,点
,129,1,223,0196,手 64.2,186146,"0,096197%",1,5,打,dǎ,da,third,"strike, hit, beat; fight; attack",,正
,130,1,224,0067,女 38.0,185188,"0,095702%",1,3,女,nǚ,nü,third,"woman, girl; feminine; rad. 38",,业
,131,1,226,0262,囗 31.2,184874,"0,095540%",1,5,四,sì,si,fourth,four,,外
,132,1,230,0242,曰 73.1,183834,"0,095003%",1,5,电,diàn,dian,fourth,electricity; electric; lightning,,将
,133,1,233,0110,小 42.1,183018,"0,094581%",1,4,少,shǎo,shao,third,"few, less, inadequate",,两
,134,1,240,0093,大 37.1,180490,"0,093275%",1,4,太,tài,tai,fourth,"very, too, much; big; extreme",,高
,135,1,242,0382,冂 13.4,179607,"0,092818%",1,6,再,zài,zai,fourth,"again, twice, re-",,间
,136,1,246,2324,人 9.9,175580,"0,090737%",1,11,做,zuò,zuo,fourth,"work, make; act",,由
,137,1,249,0367,土 32.3,173632,"0,089730%",2,6,场,chǎng,chang,third,"open space, field, market",,问
,138,1,253,2542,月 74.8,169806,"0,087753%",1,12,期,qī,qi,first,period of time; date; time limit,,很
,139,1,259,0039,山 46.0,168142,"0,086893%",3,3,山,shān,shan,first,"mountain, hill, peak",,最
,140,1,276,0072,馬 187.0,155772,"0,080501%",3,3,马,mǎ,ma,third,horse; surname; KangXi radical 187,,重
,141,1,279,0088,二 7.2,154316,"0,079748%",1,4,五,wǔ,wu,third,five; surname,,并
,142,1,282,0188,丨 2.3,151357,"0,078219%",1,4,书,shū,shu,first,"book, letter, document; writings",,物
,143,1,283,1064,非 175.0,149915,"0,077474%",2,8,非,fēi,fei,first,"not, negative, non-; oppose",,手
,144,1,285,0739,口 30.4,148988,"0,076995%",1,7,听,tīng,ting,first,"hear; understand; obey, comply",,应
,145,1,286,0275,白 106.0,148728,"0,076860%",2,5,白,bái,bai,second,"white; pure, unblemished; bright",,战
,146,1,291,1223,攴 66.4,147600,"0,076277%",3,8,放,fàng,fang,fourth,"put, release, free, liberate",,向
,147,1,295,2147,又 29.8,144597,"0,074726%",3,10,难,nán,nan,second,"difficult, arduous, hard; unable",,头
,148,1,305,2918,足 157.6,141812,"0,073286%",2,13,路,lù,lu,fourth,"road, path, street; journey",,文
,149,1,306,0323,言 149.3,139501,"0,072092%",3,5,记,jì,ji,fourth,"record; keep in mind, remember",,体
,150,1,307,1422,十 24.7,139078,"0,071873%",3,9,南,nán,nan,second,south; southern part; southward,,政
,151,1,309,0783,人 9.5,138503,"0,071576%",1,7,住,zhù,zhu,fourth,"reside, live at, dwell, lodge; stop",,美
,152,1,310,0760,口 30.4,138285,"0,071464%",2,7,告,gào,gao,fourth,"tell, announce, inform; accuse",,相
,153,1,315,0227,匕 21.3,136939,"0,070768%",1,5,北,běi,bei,third,north; northern; northward,,见
,154,1,316,0337,辵 162.2,136277,"0,070426%",2,5,边,biān,bian,first,"edge, margin, side, border",,被
,155,1,327,1694,見 147.5,132041,"0,068237%",1,9,觉,jué,jue,second,to wake up from sleep; conscious,,利
,156,1,333,0413,巾 50.3,128086,"0,066193%",1,6,师,shī,shi,first,"teacher, master, specialist",,什
,157,1,336,0144,人 9.2,126624,"0,065437%",1,4,今,jīn,jin,first,"now, today, modern era",,二
,158,1,338,1734,阜 170.7,126115,"0,065174%",1,9,院,yuàn,yuan,fourth,"courtyard, yard, court; school",,等
,159,1,340,0892,言 149.5,125220,"0,064712%",1,7,识,shí,shi,second,"recognize, understand, know",,产
,160,1,341,1964,人 9.8,124865,"0,064528%",1,10,候,hòu,hou,fourth,wait; expect; visit; greet,,或
,161,1,346,1952,竹 118.4,122902,"0,063514%",2,10,笑,xiào,xiao,fourth,"smile, laugh, giggle; snicker",,新
,162,1,347,0069,乙 5.2,122290,"0,063198%",1,3,飞,fēi,fei,first,fly; go quickly; dart; high,,己
,163,1,348,0154,風 182.0,121803,"0,062946%",3,4,风,fēng,feng,first,"wind; air; manners, atmosphere",,制
,164,1,353,0023,干 51.0,120564,"0,062306%",3,3,干,gàn,gan,fourth,"oppose, offend; invade; dried",,身
,165,1,361,0100,車 159.0,118824,"0,061406%",1,4,车,chē,che,first,"cart, vehicle; carry in cart",,果
,166,1,365,1190,月 74.4,116961,"0,060444%",1,8,服,fú,fu,second,"clothes; wear, dress",,加
,167,1,366,0876,心 61.4,116923,"0,060424%",2,7,快,kuài,kuai,fourth,"rapid, quick, speedy, fast; soon",,西
,168,1,370,0080,儿 10.2,116488,"0,060199%",3,4,元,yuán,yuan,second,first; dollar; origin; head,,斯
,169,1,379,2024,冫 15.8,113877,"0,058850%",2,10,准,zhǔn,zhun,third,"approve, allow, permit; in accord",,月
,170,1,382,1543,心 61.5,112294,"0,058032%",1,9,怎,zěn,zen,third,what? why? how?,,话
,171,1,383,1102,口 30.5,112185,"0,057976%",1,8,呢,ne,ne,neutral,interrogative or emphatic final; (Cant.) this,,合
,172,1,386,0608,辵 162.4,110455,"0,057082%",2,7,远,yuǎn,yuan,third,"distant, remote, far; profound",,回
,173,1,387,0253,口 30.2,110131,"0,056914%",1,5,叫,jiào,jiao,fourth,"cry, shout; hail, greet, call",,特
,174,1,390,3240,彡 59.12,108862,"0,056258%",1,15,影,yǐng,ying,third,"shadow; image, reflection; photograph",,代
,175,1,393,0548,子 39.3,108218,"0,055925%",1,6,字,zì,zi,fourth,"letter, character, word",,内
,176,1,394,1987,爪 87.6,108167,"0,055899%",1,10,爱,ài,ai,fourth,"love, be fond of, like",,信
,177,1,397,1200,夂 34.5,107114,"0,055355%",2,8,备,bèi,bei,fourth,"prepare, ready, perfect",,表
,178,1,402,2391,口 30.8,105406,"0,054472%",1,11,商,shāng,shang,first,"commerce, business, trade",,化
,179,1,407,0389,白 106.1,103938,"0,053714%",2,6,百,bǎi,bai,third,"one hundred; numerous, many",,老
,180,1,410,0665,艸 140.4,103367,"0,053419%",3,7,花,huā,hua,first,flower; blossoms,,给
,181,1,421,2108,言 149.8,100226,"0,051795%",1,10,请,qǐng,qing,third,"ask, request; invite; please",,世
,182,1,427,2027,疒 104.5,98692,"0,051003%",2,10,病,bìng,bing,fourth,"illness, sickness, disease",,位
,183,1,428,1973,心 61.6,98447,"0,050876%",2,10,息,xī,xi,first,"rest, put stop to, end, cease",,次
,184,1,433,0164,火 86.0,97760,"0,050521%",2,4,火,huǒ,huo,third,"fire, flame; burn; anger, rage",,度
,185,1,438,1294,見 147.4,96326,"0,049780%",1,8,视,shì,shi,fourth,"look at, inspect, observe, see",,门
,186,1,445,0015,乙 5.1,94580,"0,048878%",1,2,九,jiǔ,jiu,third,nine,,任
,187,1,448,0316,冖 14.3,93710,"0,048428%",1,5,写,xiě,xie,third,"write; draw, sketch; compose",,常
,188,1,451,0009,八 12.0,92700,"0,047906%",1,2,八,bā,ba,first,"eight; all around, all sides",,先
,189,1,453,0432,口 30.3,91639,"0,047358%",1,6,吗,ma,ma,neutral,final interrogative particle,,海
,190,1,454,0298,勹 20.3,91240,"0,047151%",3,5,包,bāo,bao,first,"wrap, pack, bundle; package",,通
,191,1,462,0419,日 72.2,89623,"0,046316%",2,6,早,zǎo,zao,third,early; soon; morning,,教
,192,1,466,0621,手 64.4,88247,"0,045605%",2,7,找,zhǎo,zhao,third,"search, seek, look for; find",,儿
,193,1,470,0747,口 30.4,87536,"0,045237%",2,7,吧,ba,ba,neutral,emphatic final particle,,原
,194,1,475,0429,口 30.3,85976,"0,044431%",1,6,吃,chī,chi,first,"eat; drink; suffer, endure, bear",,东
,195,1,476,1119,囗 31.5,85957,"0,044421%",3,8,图,tú,tu,second,"diagram; chart, map, picture",,声
,196,1,478,0160,八 12.2,85830,"0,044356%",1,4,六,liù,liu,fourth,number six,,提
,197,1,482,0700,匸 23.5,84620,"0,043730%",1,7,医,yī,yi,first,"cure, heal; doctor, medical",,立
,198,1,487,0243,口 30.2,84335,"0,043583%",1,5,号,hào,hao,fourth,"mark, sign; symbol; number",,及
,199,1,493,1707,言 149.7,82805,"0,042792%",1,9,语,yǔ,yu,third,"language, words; saying, expression",,比
,200,1,495,0358,老 125.0,82688,"0,042732%",2,6,考,kǎo,kao,third,"examine, test; investigate",,员
,201,1,512,1290,戶 63.4,80320,"0,041508%",2,8,房,fáng,fang,second,"house, building; room",,解
,202,1,513,0307,十 24.3,80183,"0,041437%",3,5,半,bàn,ban,fourth,half,,水
,203,1,530,0007,一 1.1,76766,"0,039672%",1,2,七,qī,qi,first,seven,,名
,204,1,531,0544,八 12.4,76760,"0,039668%",1,6,兴,xìng,xing,fourth,"thrive, prosper, flourish",,真
,205,1,533,1730,子 39.6,76620,"0,039596%",2,9,孩,hái,hai,second,"baby, child; children",,论
,206,1,537,1488,日 72.5,76320,"0,039441%",1,9,星,xīng,xing,first,"a star, planet; any point of light",,处
,207,1,541,2920,足 157.6,75958,"0,039254%",3,13,跟,gēn,gen,first,"heel; to follow, accompany; with",,走
,208,1,544,2041,立 117.5,75402,"0,038967%",2,10,站,zhàn,zhan,fourth,"stand up; a stand, station",,义
,209,1,559,2687,竹 118.6,72421,"0,037426%",3,12,答,dá,da,second,"answer, reply; return; assent to",,各
,210,1,566,1205,亠 8.6,71245,"0,036818%",1,8,京,jīng,jing,first,capital city,,入
,211,1,575,0533,米 119.0,69668,"0,036003%",1,6,米,mǐ,mi,third,hulled or husked uncooked rice,,几
,212,1,583,1703,宀 40.6,69108,"0,035714%",1,9,客,kè,ke,fourth,"guest, traveller; customer",,口
,213,1,594,0097,又 29.2,68196,"0,035243%",1,4,友,yǒu,you,third,"friend, companion; fraternity",,认
,214,1,595,0894,言 149.5,68147,"0,035217%",2,7,诉,sù,su,fourth,accuse; sue; inform; narrate,,条
,215,1,602,0733,田 102.2,67405,"0,034834%",2,7,男,nán,nan,second,"male, man; son; baron; surname",,平
,216,1,603,1928,金 167.5,67304,"0,034782%",1,10,钱,qián,qian,second,"money, currency, coins",,系
,217,1,605,0442,网 122.0,67118,"0,034686%",3,6,网,wǎng,wang,third,net; network; KangXi radical 122,,气
,218,1,606,1809,火 86.6,67051,"0,034651%",1,10,热,rè,re,fourth,hot; heat; fever; restless; zeal,,题
,219,1,611,0797,土 32.4,66293,"0,034259%",1,7,坐,zuò,zuo,fourth,"sit; seat; ride, travel by",,活
,220,1,623,0123,毛 82.0,64522,"0,033344%",4,4,毛,máo,mao,second,"hair, fur, feathers; coarse",,尔
,221,1,628,2155,玉 96.7,63913,"0,033029%",2,11,球,qiú,qiu,second,"ball, sphere, globe; round",,更
,222,1,633,1847,木 75.6,63200,"0,032661%",1,10,校,xiào,xiao,fourth,school; military field officer,,别
,223,1,636,2337,人 9.9,62691,"0,032398%",3,11,假,jiǎ,jia,third,"falsehood, deception; vacation",,打
,224,1,638,2936,金 167.8,62401,"0,032248%",2,13,错,cuò,cuo,fourth,"error, blunder, mistake; wrong",,女
,225,1,641,2270,日 72.7,62142,"0,032114%",2,11,晚,wǎn,wan,third,"night, evening; late",,变
,226,1,643,1286,言 149.6,61912,"0,031995%",2,8,试,shì,shi,fourth,"test, try, experiment",,四
,227,1,645,1983,手 64.6,61798,"0,031936%",3,10,拿,ná,na,second,"take, hold, grasp; bring; with",,神
,228,1,646,2001,肉 130.6,61647,"0,031858%",1,10,脑,nǎo,nao,third,brain,,总
,229,1,648,2122,言 149.8,61528,"0,031797%",1,10,谁,shuí,shui,second,who? whom? whose? anyone?,,何
,230,1,652,1515,口 30.7,60708,"0,031373%",1,9,哪,nǎ,na,third,which? where? how?,,电
,231,1,656,1645,辵 162.6,60182,"0,031101%",2,9,送,sòng,song,fourth,"see off, send off; dispatch, give",,数
,232,1,668,2523,口 30.9,58449,"0,030206%",1,12,喜,xǐ,xi,third,"like, love, enjoy; joyful thing",,安
,233,1,676,0070,冫 15.1,57329,"0,029627%",1,3,习,xí,xi,second,practice; flapping wings,,少
,234,1,685,0587,欠 76.2,55294,"0,028575%",1,6,欢,huān,huan,first,"happy, pleased, glad; joy; enjoy",,报
,235,1,697,1439,木 75.5,54037,"0,027926%",3,9,树,shù,shu,fourth,"tree; plant; set up, establish",,才
,236,1,700,0838,冫 15.5,53460,"0,027627%",1,7,冷,lěng,leng,third,"cold, cool; lonely",,结
,237,1,711,0311,水 85.2,52656,"0,027212%",1,5,汉,hàn,han,fourth,Chinese people; Chinese language,,反
,238,1,725,0520,衣 145.0,51134,"0,026425%",1,6,衣,yī,yi,first,"clothes, clothing; cover, skin",,受
,239,1,726,2331,心 61.7,51094,"0,026405%",2,11,您,nín,nin,second,"you (courteous, as opposed to informal 你)",,目
,240,1,732,1640,工 48.7,50349,"0,026020%",3,9,差,chà,cha,fourth,"to differ; different, wrong; nearly, almost; an officer",,太
